PMT_ID,CircleNo,PositionNo,UpOrDown(0=Up 1=Down),PMTType,Channel(0-2),X,Y,Z,Theta,Phi,GCU,BECID,RMU_ID,RMU_2nd
6464,11,16,0,2,1,-16919.9,-8302.53,4739.709,75.8839,-153.863,6558,88.0,5,5.0-2.0
6465,11,17,0,1,0,-16674.8,-8784.48,4739.709,75.8839,-152.2192,6558,88.0,5,5.0-2.0
6466,11,18,0,2,2,-16415.9,-9259.21,4739.709,75.8839,-150.5753,3570,88.0,5,5.0-2.0
6467,11,19,0,2,1,-16143.6,-9726.31,4739.709,75.8839,-148.9316,3570,88.0,5,5.0-2.0
6468,11,20,0,1,0,-15857.9,-10185.4,4739.709,75.8839,-147.2877,3570,88.0,5,5.0-2.0
6469,11,21,0,1,2,-15559.2,-10636.1,4739.709,75.8839,-145.6439,6623,126.0,6,6.0-2.0
6470,11,22,0,2,1,-15247.7,-11078.1,4739.709,75.8839,-144.0,6623,126.0,6,6.0-2.0
6471,11,23,0,1,0,-14923.6,-11510.9,4739.709,75.8839,-142.3562,6623,126.0,6,6.0-2.0
6472,11,24,0,1,0,-14587.3,-11934.3,4739.709,75.8839,-140.7124,6080,126.0,6,6.0-2.0
6473,11,25,0,2,1,-14238.9,-12347.8,4739.709,75.8839,-139.0686,6080,126.0,6,6.0-2.0
6474,11,26,0,2,2,-13878.8,-12751.2,4739.709,75.8839,-137.4246,6080,126.0,6,6.0-2.0
6475,11,27,0,1,2,-13507.3,-13144.1,4739.709,75.8839,-135.7808,5917,126.0,6,6.0-2.0
6476,11,28,0,1,1,-13124.7,-13526.2,4739.709,75.8839,-134.1369,5917,126.0,6,6.0-2.0
6477,11,29,0,2,0,-12731.3,-13897.1,4739.709,75.8839,-132.4932,5917,126.0,6,6.0-2.0
6478,11,30,0,1,2,-12327.4,-14256.6,4739.709,75.8839,-130.8493,5895,126.0,6,6.0-2.0
6479,11,31,0,2,1,-11913.4,-14604.4,4739.709,75.8839,-129.2055,5895,126.0,6,6.0-2.0
6480,11,32,0,1,0,-11489.5,-14940.1,4739.709,75.8839,-127.5616,5895,126.0,6,6.0-2.0
6481,11,33,0,2,2,-11056.2,-15263.6,4739.709,75.8839,-125.9177,5753,28.0,6,6.0-3.0
6482,11,34,0,1,1,-10613.8,-15574.4,4739.709,75.8839,-124.274,5753,28.0,6,6.0-3.0
6483,11,35,0,2,0,-10162.6,-15872.5,4739.709,75.8839,-122.63,5753,28.0,6,6.0-3.0
6484,11,36,0,1,2,-9703.14,-16157.5,4739.709,75.8839,-120.9863,7204,28.0,6,6.0-3.0
6485,11,37,0,2,1,-9235.65,-16429.2,4739.709,75.8839,-119.3425,7204,28.0,6,6.0-3.0
6486,11,38,0,1,0,-8760.55,-16687.4,4739.709,75.8839,-117.6986,7204,28.0,6,6.0-3.0
6487,11,39,0,2,0,-8278.25,-16931.8,4739.709,75.8839,-116.0548,7167,28.0,6,6.0-3.0
6488,11,40,0,2,1,-7789.13,-17162.3,4739.709,75.8839,-114.411,7167,28.0,6,6.0-3.0
6489,11,41,0,1,2,-7293.6,-17378.7,4739.709,75.8839,-112.7671,7167,28.0,6,6.0-3.0
6490,11,42,0,1,2,-6792.06,-17580.8,4739.709,75.8839,-111.1232,7337,28.0,6,6.0-3.0
6491,11,43,0,1,1,-6284.94,-17768.4,4739.709,75.8839,-109.4794,7337,28.0,6,6.0-3.0
6492,11,44,0,2,0,-5772.64,-17941.4,4739.709,75.8839,-107.8356,7337,28.0,6,6.0-3.0
6493,11,45,0,1,2,-5255.59,-18099.6,4739.709,75.8839,-106.1917,43,136.0,7,7.0-3.0
6494,11,46,0,1,1,-4734.22,-18242.9,4739.709,75.8839,-104.5479,43,136.0,7,7.0-3.0
6495,11,47,0,2,0,-4208.95,-18371.2,4739.709,75.8839,-102.9041,43,136.0,7,7.0-3.0
6496,11,48,0,2,2,-3680.21,-18484.4,4739.709,75.8839,-101.2602,7301,136.0,7,7.0-3.0
6497,11,49,0,1,1,-3148.45,-18582.3,4739.709,75.8839,-99.6165,7301,136.0,7,7.0-3.0
6498,11,50,0,2,0,-2614.09,-18665.0,4739.709,75.8839,-97.9726,7301,136.0,7,7.0-3.0
6499,11,51,0,1,2,-2077.58,-18732.3,4739.709,75.8839,-96.3288,7560,136.0,7,7.0-3.0
6500,11,52,0,2,1,-1539.37,-18784.2,4739.709,75.8839,-94.6849,7560,136.0,7,7.0-3.0
6501,11,53,0,1,0,-999.884,-18820.6,4739.709,75.8839,-93.0411,7560,136.0,7,7.0-3.0
6502,11,54,0,1,2,-459.576,-18841.6,4739.709,75.8839,-91.3973,33,136.0,7,7.0-3.0
6503,11,55,0,2,1,81.1094,-18847.0,4739.709,75.8839,-89.7534,33,136.0,7,7.0-3.0
6504,11,56,0,1,0,621.7285,-18836.9,4739.709,75.8839,-88.1096,33,136.0,7,7.0-3.0
6505,11,57,0,1,2,1161.835,-18811.3,4739.709,75.8839,-86.4658,7559,99.0,6,6.0-3.0
6506,11,58,0,2,1,1700.986,-18770.2,4739.709,75.8839,-84.8219,7559,99.0,6,6.0-3.0
6507,11,59,0,1,0,2238.737,-18713.7,4739.709,75.8839,-83.1781,7559,99.0,6,6.0-3.0
6508,11,60,0,1,0,2774.647,-18641.8,4739.709,75.8839,-81.5342,7001,99.0,6,6.0-3.0
6509,11,61,0,2,1,3308.271,-18554.5,4739.709,75.8839,-79.8904,7001,99.0,6,6.0-3.0
6510,11,62,0,2,2,3839.172,-18452.0,4739.709,75.8839,-78.2466,7001,99.0,6,6.0-3.0
6511,11,63,0,1,2,4366.913,-18334.3,4739.709,75.8839,-76.6028,7206,99.0,6,6.0-3.0
6512,11,64,0,1,1,4891.061,-18201.5,4739.709,75.8839,-74.9589,7206,99.0,6,6.0-3.0
6513,11,65,0,2,0,5411.182,-18053.7,4739.709,75.8839,-73.3151,7206,99.0,6,6.0-3.0
6514,11,66,0,1,2,5926.851,-17891.0,4739.709,75.8839,-71.6712,7179,99.0,6,6.0-3.0
6515,11,67,0,2,1,6437.641,-17713.6,4739.709,75.8839,-70.0274,7179,99.0,6,6.0-3.0
6516,11,68,0,1,0,6943.132,-17521.7,4739.709,75.8839,-68.3836,7179,99.0,6,6.0-3.0
6517,11,69,0,2,2,7442.908,-17315.3,4739.709,75.8839,-66.7398,7581,30.0,6,6.0-3.0
6518,11,70,0,2,1,7936.557,-17094.6,4739.709,75.8839,-65.0958,7581,30.0,6,6.0-3.0
6519,11,71,0,1,0,8423.675,-16859.9,4739.709,75.8839,-63.452,7581,30.0,6,6.0-3.0
6520,11,72,0,1,2,8903.858,-16611.3,4739.709,75.8839,-61.8082,5118,30.0,6,6.0-3.0
6521,11,73,0,2,1,9376.713,-16349.1,4739.709,75.8839,-60.1644,5118,30.0,6,6.0-3.0
6522,11,74,0,1,0,9841.851,-16073.4,4739.709,75.8839,-58.5206,5118,30.0,6,6.0-3.0
6523,11,75,0,2,0,10298.89,-15784.4,4739.709,75.8839,-56.8766,5138,30.0,6,6.0-3.0
6524,11,76,0,1,1,10747.45,-15482.5,4739.709,75.8839,-55.2329,5138,30.0,6,6.0-3.0
6525,11,77,0,2,2,11187.16,-15167.8,4739.709,75.8839,-53.589,5138,30.0,6,6.0-3.0
6526,11,78,0,1,2,11617.67,-14840.7,4739.709,75.8839,-51.9453,5643,30.0,6,6.0-3.0
6527,11,79,0,1,1,12038.62,-14501.3,4739.709,75.8839,-50.3014,5643,30.0,6,6.0-3.0
6528,11,80,0,2,0,12449.65,-14150.0,4739.709,75.8839,-48.6576,5643,30.0,6,6.0-3.0
6529,11,81,0,1,2,12850.44,-13787.0,4739.709,75.8839,-47.0137,6680,154.0,7,7.0-3.0
6530,11,82,0,2,1,13240.65,-13412.7,4739.709,75.8839,-45.3698,6680,154.0,7,7.0-3.0
6531,11,83,0,1,0,13619.96,-13027.4,4739.709,75.8839,-43.7261,6680,154.0,7,7.0-3.0
6532,11,84,0,2,2,13988.07,-12631.3,4739.709,75.8839,-42.0822,5035,154.0,7,7.0-3.0
6533,11,85,0,1,1,14344.66,-12224.8,4739.709,75.8839,-40.4383,5035,154.0,7,7.0-3.0
6534,11,86,0,2,0,14689.44,-11808.3,4739.709,75.8839,-38.7945,5035,154.0,7,7.0-3.0
6535,11,87,0,1,2,15022.13,-11382.0,4739.709,75.8839,-37.1506,4717,154.0,7,7.0-3.0
6536,11,88,0,2,1,15342.46,-10946.4,4739.709,75.8839,-35.5068,4717,154.0,7,7.0-3.0
6537,11,89,0,1,0,15650.16,-10501.8,4739.709,75.8839,-33.863,4717,154.0,7,7.0-3.0
6538,11,90,0,1,0,15944.98,-10048.5,4739.709,75.8839,-32.2191,4905,154.0,7,7.0-3.0
6539,11,91,0,2,1,16226.67,-9587.0,4739.709,75.8839,-30.5753,4905,154.0,7,7.0-3.0
6540,11,92,0,2,2,16495.01,-9117.57,4739.709,75.8839,-28.9315,4905,154.0,7,7.0-3.0
6541,11,93,0,1,2,16749.77,-8640.64,4739.709,75.8839,-27.2877,3271,39.0,7,7.0-2.0
6542,11,94,0,1,1,16990.75,-8156.59,4739.709,75.8839,-25.6438,3271,39.0,7,7.0-2.0
6543,11,95,0,2,0,17217.74,-7665.83,4739.709,75.8839,-24.0,3271,39.0,7,7.0-2.0
6544,11,96,0,1,2,17430.56,-7168.76,4739.709,75.8839,-22.3562,6048,39.0,7,7.0-2.0
6545,11,97,0,1,1,17629.03,-6665.79,4739.709,75.8839,-20.7123,6048,39.0,7,7.0-2.0
6546,11,98,0,2,0,17812.99,-6157.33,4739.709,75.8839,-19.0685,6048,39.0,7,7.0-2.0
6547,11,99,0,2,2,17982.3,-5643.81,4739.709,75.8839,-17.4247,5705,39.0,7,7.0-2.0
6548,11,100,0,1,1,18136.8,-5125.64,4739.709,75.8839,-15.7808,5705,39.0,7,7.0-2.0
6549,11,101,0,2,0,18276.37,-4603.25,4739.709,75.8839,-14.137,5705,39.0,7,7.0-2.0
6550,11,102,0,1,2,18400.9,-4077.07,4739.709,75.8839,-12.4931,6422,39.0,7,7.0-2.0
6551,11,103,0,2,1,18510.28,-3547.54,4739.709,75.8839,-10.8493,6422,39.0,7,7.0-2.0
6552,11,104,0,1,0,18604.43,-3015.09,4739.709,75.8839,-9.2055,6422,39.0,7,7.0-2.0
6553,11,105,0,1,2,18683.26,-2480.15,4739.709,75.8839,-7.5616,4895,33.0,1,1.0-1.0
6554,11,106,0,2,1,18746.72,-1943.17,4739.709,75.8839,-5.9178,4895,33.0,1,1.0-1.0
6555,11,107,0,1,0,18794.75,-1404.6,4739.709,75.8839,-4.274,4895,33.0,1,1.0-1.0
6556,11,108,0,1,2,18827.31,-864.869,4739.709,75.8839,-2.6301,6145,33.0,1,1.0-1.0
6557,11,109,0,2,1,18844.37,-324.425,4739.709,75.8839,-0.9863,6145,33.0,1,1.0-1.0
6558,11,110,0,1,0,18845.92,216.2887,4739.709,75.8839,0.6575,6145,33.0,1,1.0-1.0
6559,11,111,0,1,0,18831.96,756.82,4739.709,75.8839,2.3014,6456,33.0,1,1.0-1.0
6560,11,112,0,2,1,18802.5,1296.729,4739.709,75.8839,3.9452,6456,33.0,1,1.0-1.0
6561,11,113,0,2,2,18757.56,1835.572,4739.709,75.8839,5.589,6456,33.0,1,1.0-1.0
6562,11,114,0,1,2,18697.19,2372.903,4739.709,75.8839,7.2329,5117,33.0,1,1.0-1.0
6563,11,115,0,1,1,18621.42,2908.284,4739.709,75.8839,8.8767,5117,33.0,1,1.0-1.0
6564,11,116,0,2,0,18530.33,3441.268,4739.709,75.8839,10.5205,5117,33.0,1,1.0-1.0
6565,11,117,0,1,2,18423.99,3971.42,4739.709,75.8839,12.1644,3067,34.0,1,1.0-2.0
6566,11,118,0,2,1,18302.48,4498.304,4739.709,75.8839,13.8082,3067,34.0,1,1.0-2.0
6567,11,119,0,1,0,18165.91,5021.484,4739.709,75.8839,15.452,3067,34.0,1,1.0-2.0
6568,11,120,0,2,2,18014.38,5540.535,4739.709,75.8839,17.0959,6681,34.0,1,1.0-2.0
6569,11,121,0,2,1,17848.03,6055.022,4739.709,75.8839,18.7397,6681,34.0,1,1.0-2.0
6570,11,122,0,1,0,17666.99,6564.526,4739.709,75.8839,20.3836,6681,34.0,1,1.0-2.0
6571,11,123,0,1,2,17471.41,7068.627,4739.709,75.8839,22.0274,6095,34.0,1,1.0-2.0
6572,11,124,0,2,1,17261.44,7566.909,4739.709,75.8839,23.6712,6095,34.0,1,1.0-2.0
6573,11,125,0,1,0,17037.27,8058.963,4739.709,75.8839,25.3151,6095,34.0,1,1.0-2.0
6574,11,126,0,2,0,16799.08,8544.386,4739.709,75.8839,26.9589,5879,34.0,1,1.0-2.0
6575,11,127,0,1,1,16547.06,9022.774,4739.709,75.8839,28.6027,5879,34.0,1,1.0-2.0
6576,11,128,0,2,2,16281.42,9493.736,4739.709,75.8839,30.2466,5879,34.0,1,1.0-2.0
6577,11,129,0,1,2,16002.37,9956.884,4739.709,75.8839,31.8904,1414,51.0,1,1.0-3.0
6578,11,130,0,1,1,15710.16,10411.84,4739.709,75.8839,33.5343,1414,51.0,1,1.0-3.0
6579,11,131,0,2,0,15405.02,10858.22,4739.709,75.8839,35.1781,1414,51.0,1,1.0-3.0
6580,11,132,0,1,2,15087.19,11295.67,4739.709,75.8839,36.8219,4347,51.0,1,1.0-3.0
6581,11,133,0,2,1,14756.95,11723.82,4739.709,75.8839,38.4658,4347,51.0,1,1.0-3.0
6582,11,134,0,1,0,14414.56,12142.32,4739.709,75.8839,40.1096,4347,51.0,1,1.0-3.0
6583,11,135,0,2,2,14060.31,12550.82,4739.709,75.8839,41.7534,4481,51.0,1,1.0-3.0
6584,11,136,0,1,1,13694.49,12949.0,4739.709,75.8839,43.3973,4481,51.0,1,1.0-3.0
6585,11,137,0,2,0,13317.39,13336.51,4739.709,75.8839,45.0411,4481,51.0,1,1.0-3.0
6586,11,138,0,1,2,12929.34,13713.05,4739.709,75.8839,46.6849,5135,51.0,1,1.0-3.0
6587,11,139,0,2,1,12530.64,14078.3,4739.709,75.8839,48.3288,5135,51.0,1,1.0-3.0
6588,11,140,0,1,0,12121.62,14431.97,4739.709,75.8839,49.9726,5135,51.0,1,1.0-3.0
6589,11,141,0,1,0,11702.63,14773.76,4739.709,75.8839,51.6165,6210,51.0,1,1.0-3.0
6590,11,142,0,2,1,11274.01,15103.38,4739.709,75.8839,53.2603,6210,51.0,1,1.0-3.0
6591,11,143,0,2,2,10836.11,15420.58,4739.709,75.8839,54.9041,6210,51.0,1,1.0-3.0
6592,11,144,0,1,2,10389.29,15725.08,4739.709,75.8839,56.5479,4764,129.0,2,2.0-1.0
6593,11,145,0,1,1,9933.918,16016.64,4739.709,75.8839,58.1918,4764,129.0,2,2.0-1.0
6594,11,146,0,2,0,9470.369,16295.02,4739.709,75.8839,59.8356,4764,129.0,2,2.0-1.0
6595,11,147,0,1,2,8999.026,16559.98,4739.709,75.8839,61.4795,7589,129.0,2,2.0-1.0
6596,11,148,0,2,1,8520.277,16811.32,4739.709,75.8839,63.1233,7589,129.0,2,2.0-1.0
6597,11,149,0,1,0,8034.513,17048.82,4739.709,75.8839,64.7671,7589,129.0,2,2.0-1.0
6598,11,150,0,2,2,7542.139,17272.28,4739.709,75.8839,66.411,7504,129.0,2,2.0-1.0
6599,11,151,0,1,1,7043.555,17481.53,4739.709,75.8839,68.0548,7504,129.0,2,2.0-1.0
6600,11,152,0,2,0,6539.174,17676.39,4739.709,75.8839,69.6986,7504,129.0,2,2.0-1.0
6601,11,153,0,1,2,6029.411,17856.7,4739.709,75.8839,71.3425,7037,129.0,2,2.0-1.0
6602,11,154,0,2,1,5514.685,18022.31,4739.709,75.8839,72.9863,7037,129.0,2,2.0-1.0
6603,11,155,0,1,0,4995.42,18173.09,4739.709,75.8839,74.6301,7037,129.0,2,2.0-1.0
6604,11,156,0,2,0,4472.043,18308.91,4739.709,75.8839,76.274,6963,141.0,2,2.0-3.0
6605,11,157,0,2,1,3944.986,18429.67,4739.709,75.8839,77.9178,6963,141.0,2,2.0-3.0
6606,11,158,0,1,2,3414.683,18535.25,4739.709,75.8839,79.5616,6963,141.0,2,2.0-3.0
6607,11,159,0,1,2,2881.568,18625.58,4739.709,75.8839,81.2055,6999,141.0,2,2.0-3.0
6608,11,160,0,1,1,2346.081,18700.57,4739.709,75.8839,82.8493,6999,141.0,2,2.0-3.0
6609,11,161,0,2,0,1808.662,18760.18,4739.709,75.8839,84.4932,6999,141.0,2,2.0-3.0
6610,11,162,0,1,0,1269.757,18804.34,4739.709,75.8839,86.137,7136,141.0,2,2.0-3.0
6611,11,163,0,1,1,729.8057,18833.03,4739.709,75.8839,87.7808,7136,141.0,2,2.0-3.0
6612,11,164,0,2,2,189.2535,18846.21,4739.709,75.8839,89.4247,7136,141.0,2,2.0-3.0
6613,11,165,0,2,2,-351.455,18843.88,4739.709,75.8839,91.0685,7063,141.0,2,2.0-3.0
6614,11,166,0,1,1,-891.873,18826.05,4739.709,75.8839,92.7123,7063,141.0,2,2.0-3.0
6615,11,167,0,2,0,-1431.56,18792.72,4739.709,75.8839,94.3562,7063,141.0,2,2.0-3.0
6616,11,168,0,1,2,-1970.06,18743.92,4739.709,75.8839,96.0,7570,79.0,2,2.0-3.0
6617,11,169,0,2,1,-2506.95,18679.69,4739.709,75.8839,97.6438,7570,79.0,2,2.0-3.0
6618,11,170,0,1,0,-3041.77,18600.08,4739.709,75.8839,99.2877,7570,79.0,2,2.0-3.0
6619,11,171,0,2,2,-3574.09,18505.17,4739.709,75.8839,100.9315,16,79.0,2,2.0-3.0
6620,11,172,0,2,1,-4103.46,18395.03,4739.709,75.8839,102.5753,16,79.0,2,2.0-3.0
6621,11,173,0,1,0,-4629.46,18269.75,4739.709,75.8839,104.2192,16,79.0,2,2.0-3.0
6622,11,174,0,1,2,-5151.65,18129.42,4739.709,75.8839,105.863,7306,79.0,2,2.0-3.0
6623,11,175,0,2,1,-5669.6,17974.18,4739.709,75.8839,107.5069,7306,79.0,2,2.0-3.0
6624,11,176,0,1,0,-6182.88,17804.14,4739.709,75.8839,109.1507,7306,79.0,2,2.0-3.0
6625,11,177,0,1,0,-6691.07,17619.45,4739.709,75.8839,110.7945,7315,79.0,2,2.0-3.0
6626,11,178,0,2,1,-7193.76,17420.26,4739.709,75.8839,112.4384,7315,79.0,2,2.0-3.0
6627,11,179,0,2,2,-7690.52,17206.72,4739.709,75.8839,114.0822,7315,79.0,2,2.0-3.0
6628,11,180,0,1,2,-8180.96,16979.03,4739.709,75.8839,115.726,7183,24.0,3,3.0-1.0
6629,11,181,0,1,1,-8664.66,16737.36,4739.709,75.8839,117.3699,7183,24.0,3,3.0-1.0
6630,11,182,0,2,0,-9141.23,16481.91,4739.709,75.8839,119.0137,7183,24.0,3,3.0-1.0
6631,11,183,0,1,2,-9610.27,16212.9,4739.709,75.8839,120.6575,5433,24.0,3,3.0-1.0
6632,11,184,0,2,1,-10071.4,15930.55,4739.709,75.8839,122.3013,5433,24.0,3,3.0-1.0
6633,11,185,0,1,0,-10524.3,15635.08,4739.709,75.8839,123.9453,5433,24.0,3,3.0-1.0
6634,11,186,0,2,2,-10968.4,15326.74,4739.709,75.8839,125.589,6692,24.0,3,3.0-1.0
6635,11,187,0,1,1,-11403.6,15005.79,4739.709,75.8839,127.2329,6692,24.0,3,3.0-1.0
6636,11,188,0,2,0,-11829.4,14672.48,4739.709,75.8839,128.8768,6692,24.0,3,3.0-1.0
6637,11,189,0,1,2,-12245.4,14327.1,4739.709,75.8839,130.5206,6359,24.0,3,3.0-1.0
6638,11,190,0,2,1,-12651.3,13969.93,4739.709,75.8839,132.1643,6359,24.0,3,3.0-1.0
6639,11,191,0,1,0,-13046.9,13601.26,4739.709,75.8839,133.8083,6359,24.0,3,3.0-1.0
6640,11,192,0,1,0,-13431.7,13221.39,4739.709,75.8839,135.4521,3864,59.0,1,1.0-3.0
6641,11,193,0,2,1,-13805.4,12830.64,4739.709,75.8839,137.0958,3864,59.0,1,1.0-3.0
6642,11,194,0,2,2,-14167.8,12429.34,4739.709,75.8839,138.7397,3864,59.0,1,1.0-3.0
6643,11,195,0,1,2,-14518.5,12017.8,4739.709,75.8839,140.3835,4348,59.0,1,1.0-3.0
6644,11,196,0,1,1,-14857.3,11596.36,4739.709,75.8839,142.0274,4348,59.0,1,1.0-3.0
6645,11,197,0,2,0,-15183.9,11165.39,4739.709,75.8839,143.6713,4348,59.0,1,1.0-3.0
6646,11,198,0,1,2,-15497.9,10725.23,4739.709,75.8839,145.3151,3083,59.0,1,1.0-3.0
6647,11,199,0,2,1,-15799.2,10276.23,4739.709,75.8839,146.9589,3083,59.0,1,1.0-3.0
6648,11,200,0,1,0,-16087.5,9818.782,4739.709,75.8839,148.6028,3083,59.0,1,1.0-3.0
6649,11,201,0,2,2,-16362.5,9353.249,4739.709,75.8839,150.2465,3954,59.0,1,1.0-3.0
6650,11,202,0,1,1,-16624.1,8880.018,4739.709,75.8839,151.8904,3954,59.0,1,1.0-3.0
6651,11,203,0,2,0,-16872.0,8399.476,4739.709,75.8839,153.5343,3954,59.0,1,1.0-3.0
6652,11,204,0,1,2,-17106.0,7912.024,4739.709,75.8839,155.1781,5449,112.0,1,1.0-1.0
6653,11,205,0,2,1,-17325.9,7418.058,4739.709,75.8839,156.8219,5449,112.0,1,1.0-1.0
6654,11,206,0,1,0,-17531.6,6917.986,4739.709,75.8839,158.4658,5449,112.0,1,1.0-1.0
6655,11,207,0,1,2,-17722.8,6412.221,4739.709,75.8839,160.1096,6002,112.0,1,1.0-1.0
6656,11,208,0,2,1,-17899.5,5901.177,4739.709,75.8839,161.7534,6002,112.0,1,1.0-1.0
6657,11,209,0,1,0,-18061.4,5385.277,4739.709,75.8839,163.3973,6002,112.0,1,1.0-1.0
6658,11,210,0,1,2,-18208.5,4864.943,4739.709,75.8839,165.0411,6663,112.0,1,1.0-1.0
6659,11,211,0,1,1,-18340.5,4340.606,4739.709,75.8839,166.6849,6663,112.0,1,1.0-1.0
6660,11,212,0,2,0,-18457.5,3812.697,4739.709,75.8839,168.3288,6663,112.0,1,1.0-1.0
6661,11,213,0,1,2,-18559.3,3281.65,4739.709,75.8839,169.9726,5305,112.0,1,1.0-1.0
6662,11,214,0,1,1,-18645.8,2747.9,4739.709,75.8839,171.6165,5305,112.0,1,1.0-1.0
6663,11,215,0,2,0,-18716.9,2211.889,4739.709,75.8839,173.2603,5305,112.0,1,1.0-1.0
6664,11,216,0,2,2,-18772.7,1674.059,4739.709,75.8839,174.9041,4299,86.0,1,1.0-1.0
6665,11,217,0,1,1,-18813.0,1134.851,4739.709,75.8839,176.5479,4299,86.0,1,1.0-1.0
6666,11,218,0,2,0,-18837.8,594.7074,4739.709,75.8839,178.1918,4299,86.0,1,1.0-1.0
6667,11,219,0,1,2,-18847.1,54.0751,4739.709,75.8839,179.8356,4750,86.0,1,1.0-1.0
6668,10,1,0,2,1,-18952.6,-217.513,4293.386,77.2369,-179.3425,914,86.0,1,1.0-1.0
6669,10,2,0,2,0,-18938.5,-761.104,4293.386,77.2368,-177.6986,914,86.0,1,1.0-1.0
6670,10,3,0,1,2,-18908.9,-1304.07,4293.386,77.2368,-176.0548,6756,86.0,1,1.0-1.0
6671,10,4,0,2,1,-18863.7,-1845.96,4293.386,77.2368,-174.411,6756,86.0,1,1.0-1.0
6672,10,5,0,2,0,-18803.0,-2386.33,4293.386,77.2368,-172.7671,6756,86.0,1,1.0-1.0
6673,10,6,0,2,2,-18726.8,-2924.74,4293.386,77.2368,-171.1233,6779,86.0,1,1.0-1.0
6674,10,7,0,2,1,-18635.2,-3460.74,4293.386,77.2368,-169.4795,6779,86.0,1,1.0-1.0
6675,10,8,0,2,0,-18528.2,-3993.9,4293.386,77.2368,-167.8356,6779,86.0,1,1.0-1.0
6676,10,9,0,2,2,-18406.1,-4523.76,4293.386,77.2369,-166.1918,1850,88.0,5,5.0-2.0
6677,10,10,0,2,1,-18268.7,-5049.9,4293.386,77.2368,-164.5479,1850,88.0,5,5.0-2.0
6678,10,11,0,2,0,-18116.3,-5571.89,4293.386,77.2368,-162.9041,1850,88.0,5,5.0-2.0
6679,10,12,0,2,2,-17949.0,-6089.29,4293.386,77.2368,-161.2602,1603,88.0,5,5.0-2.0
6680,10,13,0,2,1,-17767.0,-6601.68,4293.386,77.2369,-159.6165,1603,88.0,5,5.0-2.0
6681,10,14,0,2,0,-17570.3,-7108.63,4293.386,77.2369,-157.9726,1603,88.0,5,5.0-2.0
6682,10,15,0,2,2,-17359.1,-7609.73,4293.386,77.2368,-156.3287,7353,88.0,5,5.0-2.0
6683,10,16,0,2,1,-17133.7,-8104.57,4293.386,77.2369,-154.6849,7353,88.0,5,5.0-2.0
6684,10,17,0,2,0,-16894.1,-8592.74,4293.386,77.2368,-153.041,7353,88.0,5,5.0-2.0
6685,10,18,0,2,0,-16640.7,-9073.83,4293.386,77.2368,-151.3973,7300,88.0,5,5.0-2.0
6686,10,19,0,2,1,-16373.6,-9547.46,4293.386,77.2369,-149.7535,7300,88.0,5,5.0-2.0
6687,10,20,0,2,2,-16092.9,-10013.2,4293.386,77.2368,-148.1096,7300,88.0,5,5.0-2.0
6688,10,21,0,2,2,-15799.1,-10470.8,4293.386,77.2369,-146.4657,7274,126.0,6,6.0-2.0
6689,10,22,0,2,1,-15492.2,-10919.7,4293.386,77.2369,-144.8218,7274,126.0,6,6.0-2.0
6690,10,23,0,2,0,-15172.6,-11359.6,4293.386,77.2369,-143.1781,7274,126.0,6,6.0-2.0
6691,10,24,0,2,0,-14840.5,-11790.2,4293.386,77.2369,-141.5342,4670,126.0,6,6.0-2.0
6692,10,25,0,2,1,-14496.1,-12211.0,4293.386,77.2368,-139.8904,4670,126.0,6,6.0-2.0
6693,10,26,0,2,2,-14139.9,-12621.8,4293.386,77.2368,-138.2467,4670,126.0,6,6.0-2.0
6694,10,27,0,2,2,-13772.0,-13022.3,4293.386,77.2369,-136.6027,4504,126.0,6,6.0-2.0
6695,10,28,0,2,1,-13392.8,-13412.0,4293.386,77.2369,-134.959,4504,126.0,6,6.0-2.0
6696,10,29,0,2,0,-13002.5,-13790.7,4293.386,77.2369,-133.315,4504,126.0,6,6.0-2.0
6697,10,30,0,2,2,-12601.5,-14158.0,4293.386,77.2368,-131.6711,5441,126.0,6,6.0-2.0
6698,10,31,0,2,1,-12190.2,-14513.6,4293.386,77.2368,-130.0274,5441,126.0,6,6.0-2.0
6699,10,32,0,2,0,-11768.9,-14857.4,4293.386,77.2369,-128.3836,5441,126.0,6,6.0-2.0
6700,10,33,0,2,2,-11337.8,-15188.9,4293.386,77.2369,-126.7396,3888,28.0,6,6.0-3.0
6701,10,34,0,2,1,-10897.4,-15507.8,4293.386,77.2368,-125.0959,3888,28.0,6,6.0-3.0
6702,10,35,0,2,0,-10448.1,-15814.1,4293.386,77.2369,-123.452,3888,28.0,6,6.0-3.0
6703,10,36,0,2,2,-9990.13,-16107.3,4293.386,77.2369,-121.8082,4671,28.0,6,6.0-3.0
6704,10,37,0,2,1,-9523.96,-16387.2,4293.386,77.2368,-120.1644,4671,28.0,6,6.0-3.0
6705,10,38,0,2,0,-9049.95,-16653.7,4293.386,77.2368,-118.5205,4671,28.0,6,6.0-3.0
6706,10,39,0,2,0,-8568.49,-16906.5,4293.386,77.2369,-116.8766,4610,28.0,6,6.0-3.0
6707,10,40,0,2,1,-8079.98,-17145.3,4293.386,77.2368,-115.2329,4610,28.0,6,6.0-3.0
6708,10,41,0,2,2,-7584.82,-17370.0,4293.386,77.2368,-113.5891,4610,28.0,6,6.0-3.0
6709,10,42,0,2,2,-7083.41,-17580.5,4293.386,77.2369,-111.9451,2582,28.0,6,6.0-3.0
