PMT_ID,CircleNo,PositionNo,UpOrDown(0=Up 1=Down),PMTType,Channel(0-2),X,Y,Z,Theta,Phi,GCU,BECID,RMU_ID,RMU_2nd
1444,41,122,0,2,1,-10280.0,3678.229,16077.11,34.1811,160.3126,7205,127.0,4,4.0-1.0
1445,41,123,0,2,2,-10448.1,3169.384,16077.11,34.1811,163.1251,7205,127.0,4,4.0-1.0
1446,41,124,0,1,2,-10591.0,2652.905,16077.11,34.181,165.9375,7090,127.0,4,4.0-1.0
1447,41,125,0,2,1,-10708.4,2130.034,16077.11,34.181,168.75,7090,127.0,4,4.0-1.0
1448,41,126,0,1,0,-10800.0,1602.032,16077.11,34.1809,171.5625,7090,127.0,4,4.0-1.0
1449,41,127,0,2,2,-10865.6,1070.17,16077.11,34.1809,174.375,6984,127.0,4,4.0-1.0
1450,41,128,0,1,1,-10905.0,535.7304,16077.11,34.1809,177.1875,6984,127.0,4,4.0-1.0
1451,40,1,0,2,0,-11290.7,-277.17,15815.3,35.5316,-178.5938,7044,166.0,5,5.0-3.0
1452,40,2,0,2,1,-11263.5,-830.844,15815.3,35.5316,-175.7813,7044,166.0,5,5.0-3.0
1453,40,3,0,2,2,-11209.2,-1382.52,15815.3,35.5317,-172.9688,7044,166.0,5,5.0-3.0
1454,40,4,0,2,2,-11127.8,-1930.86,15815.3,35.5315,-170.1562,4850,166.0,5,5.0-3.0
1455,40,5,0,2,1,-11019.7,-2474.55,15815.3,35.5316,-167.3438,4850,166.0,5,5.0-3.0
1456,40,6,0,2,0,-10885.0,-3012.28,15815.3,35.5316,-164.5313,4850,166.0,5,5.0-3.0
1457,40,7,0,2,2,-10724.1,-3542.75,15815.3,35.5317,-161.7188,4710,166.0,5,5.0-3.0
1458,40,8,0,2,1,-10537.3,-4064.69,15815.3,35.5315,-158.9062,4710,166.0,5,5.0-3.0
1459,40,9,0,2,0,-10325.2,-4576.83,15815.3,35.5316,-156.0938,4710,166.0,5,5.0-3.0
1460,40,10,0,2,2,-10088.2,-5077.95,15815.3,35.5316,-153.2814,1426,158.0,5,5.0-2.0
1461,40,11,0,2,1,-9826.85,-5566.84,15815.3,35.5316,-150.4688,1426,158.0,5,5.0-2.0
1462,40,12,0,2,0,-9541.86,-6042.31,15815.3,35.5316,-147.6563,1426,158.0,5,5.0-2.0
1463,40,13,0,2,2,-9233.88,-6503.23,15815.3,35.5316,-144.8438,5674,158.0,5,5.0-2.0
1464,40,14,0,2,1,-8903.66,-6948.48,15815.3,35.5316,-142.0313,5674,158.0,5,5.0-2.0
1465,40,15,0,2,0,-8551.99,-7377.0,15815.3,35.5316,-139.2187,5674,158.0,5,5.0-2.0
1466,40,16,0,2,0,-8179.72,-7787.74,15815.3,35.5316,-136.4063,6191,158.0,5,5.0-2.0
1467,40,17,0,2,1,-7787.74,-8179.72,15815.3,35.5316,-133.5937,6191,158.0,5,5.0-2.0
1468,40,18,0,2,2,-7377.0,-8551.99,15815.3,35.5316,-130.7813,6191,158.0,5,5.0-2.0
1469,40,19,0,2,0,-6948.48,-8903.66,15815.3,35.5316,-127.9687,1107,158.0,5,5.0-2.0
1470,40,20,0,2,1,-6503.23,-9233.88,15815.3,35.5316,-125.1562,1107,158.0,5,5.0-2.0
1471,40,21,0,2,2,-6042.31,-9541.86,15815.3,35.5316,-122.3437,1107,158.0,5,5.0-2.0
1472,40,22,0,2,0,-5566.84,-9826.85,15815.3,35.5316,-119.5312,3453,36.0,5,5.0-3.0
1473,40,23,0,2,1,-5077.95,-10088.2,15815.3,35.5316,-116.7186,3453,36.0,5,5.0-3.0
1474,40,24,0,2,2,-4576.83,-10325.2,15815.3,35.5316,-113.9062,3453,36.0,5,5.0-3.0
1475,40,25,0,2,0,-4064.69,-10537.3,15815.3,35.5315,-111.0938,3262,36.0,5,5.0-3.0
1476,40,26,0,2,1,-3542.75,-10724.1,15815.3,35.5317,-108.2812,3262,36.0,5,5.0-3.0
1477,40,27,0,2,2,-3012.28,-10885.0,15815.3,35.5316,-105.4687,3262,36.0,5,5.0-3.0
1478,40,28,0,2,2,-2474.55,-11019.7,15815.3,35.5316,-102.6562,4842,36.0,5,5.0-3.0
1479,40,29,0,2,1,-1930.86,-11127.8,15815.3,35.5315,-99.8438,4842,36.0,5,5.0-3.0
1480,40,30,0,2,0,-1382.52,-11209.2,15815.3,35.5317,-97.0312,4842,36.0,5,5.0-3.0
1481,40,31,0,2,0,-830.845,-11263.5,15815.3,35.5316,-94.2187,5690,36.0,5,5.0-3.0
1482,40,32,0,2,1,-277.171,-11290.7,15815.3,35.5316,-91.4062,5690,36.0,5,5.0-3.0
1483,40,33,0,2,2,277.1701,-11290.7,15815.3,35.5316,-88.5938,5690,36.0,5,5.0-3.0
1484,40,34,0,2,2,830.8443,-11263.5,15815.3,35.5316,-85.7813,5197,139.0,6,6.0-3.0
1485,40,35,0,2,1,1382.518,-11209.2,15815.3,35.5317,-82.9688,5197,139.0,6,6.0-3.0
1486,40,36,0,2,0,1930.859,-11127.8,15815.3,35.5315,-80.1562,5197,139.0,6,6.0-3.0
1487,40,37,0,2,2,2474.55,-11019.7,15815.3,35.5316,-77.3438,5112,139.0,6,6.0-3.0
1488,40,38,0,2,1,3012.279,-10885.0,15815.3,35.5316,-74.5313,5112,139.0,6,6.0-3.0
1489,40,39,0,2,0,3542.751,-10724.1,15815.3,35.5317,-71.7188,5112,139.0,6,6.0-3.0
1490,40,40,0,2,2,4064.688,-10537.3,15815.3,35.5315,-68.9062,3360,139.0,6,6.0-3.0
1491,40,41,0,2,1,4576.833,-10325.2,15815.3,35.5316,-66.0938,3360,139.0,6,6.0-3.0
1492,40,42,0,2,0,5077.952,-10088.2,15815.3,35.5316,-63.2813,3360,139.0,6,6.0-3.0
1493,40,43,0,2,0,5566.839,-9826.85,15815.3,35.5316,-60.4688,5567,139.0,6,6.0-3.0
1494,40,44,0,2,1,6042.314,-9541.86,15815.3,35.5316,-57.6563,5567,139.0,6,6.0-3.0
1495,40,45,0,2,2,6503.233,-9233.88,15815.3,35.5316,-54.8437,5567,139.0,6,6.0-3.0
1496,40,46,0,2,0,6948.484,-8903.66,15815.3,35.5316,-52.0313,6348,139.0,6,6.0-3.0
1497,40,47,0,2,1,7376.996,-8551.99,15815.3,35.5316,-49.2188,6348,139.0,6,6.0-3.0
1498,40,48,0,2,2,7787.736,-8179.72,15815.3,35.5316,-46.4063,6348,139.0,6,6.0-3.0
1499,40,49,0,2,2,8179.715,-7787.74,15815.3,35.5316,-43.5938,4461,75.0,5,5.0-3.0
1500,40,50,0,2,1,8551.99,-7377.0,15815.3,35.5316,-40.7813,4461,75.0,5,5.0-3.0
1501,40,51,0,2,0,8903.661,-6948.48,15815.3,35.5316,-37.9687,4461,75.0,5,5.0-3.0
1502,40,52,0,2,0,9233.882,-6503.23,15815.3,35.5316,-35.1562,1093,75.0,5,5.0-3.0
1503,40,53,0,2,1,9541.858,-6042.31,15815.3,35.5316,-32.3437,1093,75.0,5,5.0-3.0
1504,40,54,0,2,2,9826.846,-5566.84,15815.3,35.5316,-29.5313,1093,75.0,5,5.0-3.0
1505,40,55,0,2,2,10088.16,-5077.95,15815.3,35.5316,-26.7187,7465,75.0,5,5.0-3.0
1506,40,56,0,2,1,10325.17,-4576.83,15815.3,35.5316,-23.9062,7465,75.0,5,5.0-3.0
1507,40,57,0,2,0,10537.31,-4064.69,15815.3,35.5316,-21.0938,7465,75.0,5,5.0-3.0
1508,40,58,0,2,2,10724.06,-3542.75,15815.3,35.5316,-18.2812,2266,75.0,5,5.0-3.0
1509,40,59,0,2,1,10884.98,-3012.28,15815.3,35.5316,-15.4688,2266,75.0,5,5.0-3.0
1510,40,60,0,2,0,11019.67,-2474.55,15815.3,35.5316,-12.6563,2266,75.0,5,5.0-3.0
1511,40,61,0,2,0,11127.82,-1930.86,15815.3,35.5316,-9.8438,7213,75.0,5,5.0-3.0
1512,40,62,0,2,1,11209.16,-1382.52,15815.3,35.5316,-7.0313,7213,75.0,5,5.0-3.0
1513,40,63,0,2,2,11263.49,-830.846,15815.3,35.5316,-4.2188,7213,75.0,5,5.0-3.0
1514,40,64,0,2,2,11290.69,-277.172,15815.3,35.5316,-1.4063,7060,70.0,4,4.0-1.0
1515,40,65,0,2,1,11290.69,277.1699,15815.3,35.5316,1.4062,7060,70.0,4,4.0-1.0
1516,40,66,0,2,0,11263.49,830.8441,15815.3,35.5316,4.2187,7060,70.0,4,4.0-1.0
1517,40,67,0,2,2,11209.16,1382.517,15815.3,35.5316,7.0312,7382,70.0,4,4.0-1.0
1518,40,68,0,2,1,11127.82,1930.859,15815.3,35.5316,9.8437,7382,70.0,4,4.0-1.0
1519,40,69,0,2,0,11019.67,2474.55,15815.3,35.5316,12.6563,7382,70.0,4,4.0-1.0
1520,40,70,0,2,2,10884.98,3012.278,15815.3,35.5316,15.4687,7241,70.0,4,4.0-1.0
1521,40,71,0,2,1,10724.06,3542.751,15815.3,35.5316,18.2813,7241,70.0,4,4.0-1.0
1522,40,72,0,2,0,10537.31,4064.688,15815.3,35.5316,21.0937,7241,70.0,4,4.0-1.0
1523,40,73,0,2,0,10325.17,4576.833,15815.3,35.5316,23.9062,1982,70.0,4,4.0-1.0
1524,40,74,0,2,1,10088.16,5077.952,15815.3,35.5316,26.7187,1982,70.0,4,4.0-1.0
1525,40,75,0,2,2,9826.846,5566.839,15815.3,35.5316,29.5312,1982,70.0,4,4.0-1.0
1526,40,76,0,2,0,9541.858,6042.314,15815.3,35.5316,32.3437,5909,142.0,1,1.0-3.0
1527,40,77,0,2,1,9233.882,6503.232,15815.3,35.5316,35.1562,5909,142.0,1,1.0-3.0
1528,40,78,0,2,2,8903.661,6948.484,15815.3,35.5316,37.9687,5909,142.0,1,1.0-3.0
1529,40,79,0,2,2,8551.99,7376.996,15815.3,35.5316,40.7812,5350,142.0,1,1.0-3.0
1530,40,80,0,2,1,8179.717,7787.736,15815.3,35.5316,43.5937,5350,142.0,1,1.0-3.0
1531,40,81,0,2,0,7787.738,8179.715,15815.3,35.5316,46.4062,5350,142.0,1,1.0-3.0
1532,40,82,0,2,0,7376.997,8551.989,15815.3,35.5316,49.2187,5987,142.0,1,1.0-3.0
1533,40,83,0,2,1,6948.484,8903.66,15815.3,35.5316,52.0313,5987,142.0,1,1.0-3.0
1534,40,84,0,2,2,6503.232,9233.882,15815.3,35.5316,54.8438,5987,142.0,1,1.0-3.0
1535,40,85,0,2,2,6042.314,9541.857,15815.3,35.5316,57.6563,3056,142.0,1,1.0-3.0
1536,40,86,0,2,1,5566.839,9826.846,15815.3,35.5316,60.4688,3056,142.0,1,1.0-3.0
1537,40,87,0,2,0,5077.953,10088.16,15815.3,35.5316,63.2813,3056,142.0,1,1.0-3.0
1538,40,88,0,2,2,4576.833,10325.17,15815.3,35.5316,66.0938,5297,4.0,2,2.0-2.0
1539,40,89,0,2,1,4064.689,10537.31,15815.3,35.5316,68.9063,5297,4.0,2,2.0-2.0
1540,40,90,0,2,0,3542.752,10724.06,15815.3,35.5316,71.7187,5297,4.0,2,2.0-2.0
1541,40,91,0,2,2,3012.279,10884.98,15815.3,35.5316,74.5313,1021,4.0,2,2.0-2.0
1542,40,92,0,2,1,2474.55,11019.67,15815.3,35.5316,77.3437,1021,4.0,2,2.0-2.0
1543,40,93,0,2,0,1930.86,11127.82,15815.3,35.5316,80.1562,1021,4.0,2,2.0-2.0
1544,40,94,0,2,2,1382.518,11209.16,15815.3,35.5316,82.9688,5253,4.0,2,2.0-2.0
1545,40,95,0,2,1,830.8451,11263.49,15815.3,35.5316,85.7812,5253,4.0,2,2.0-2.0
1546,40,96,0,2,0,277.171,11290.69,15815.3,35.5316,88.5937,5253,4.0,2,2.0-2.0
1547,40,97,0,2,0,-277.171,11290.69,15815.3,35.5316,91.4063,5046,4.0,2,2.0-2.0
1548,40,98,0,2,1,-830.845,11263.49,15815.3,35.5316,94.2188,5046,4.0,2,2.0-2.0
1549,40,99,0,2,0,-1382.52,11209.16,15815.3,35.5316,97.0313,2851,4.0,2,2.0-2.0
1550,40,100,0,2,1,-1930.86,11127.82,15815.3,35.5316,99.8438,2851,4.0,2,2.0-2.0
1551,40,101,0,2,2,-2474.55,11019.67,15815.3,35.5316,102.6563,2851,4.0,2,2.0-2.0
1552,40,102,0,2,2,-3012.28,10884.98,15815.3,35.5316,105.4688,3085,87.0,1,1.0-3.0
1553,40,103,0,2,1,-3542.75,10724.06,15815.3,35.5316,108.2812,3085,87.0,1,1.0-3.0
1554,40,104,0,2,0,-4064.69,10537.31,15815.3,35.5316,111.0938,3085,87.0,1,1.0-3.0
1555,40,105,0,2,2,-4576.83,10325.17,15815.3,35.5316,113.9062,6712,87.0,1,1.0-3.0
1556,40,106,0,2,1,-5077.95,10088.16,15815.3,35.5316,116.7187,6712,87.0,1,1.0-3.0
1557,40,107,0,2,0,-5566.84,9826.846,15815.3,35.5316,119.5313,6712,87.0,1,1.0-3.0
1558,40,108,0,2,2,-6042.31,9541.858,15815.3,35.5316,122.3437,5628,87.0,1,1.0-3.0
1559,40,109,0,2,1,-6503.23,9233.882,15815.3,35.5316,125.1562,5628,87.0,1,1.0-3.0
1560,40,110,0,2,0,-6948.48,8903.661,15815.3,35.5316,127.9687,5628,87.0,1,1.0-3.0
1561,40,111,0,2,2,-7377.0,8551.99,15815.3,35.5316,130.7813,6476,87.0,1,1.0-3.0
1562,40,112,0,2,1,-7787.74,8179.717,15815.3,35.5316,133.5938,6476,87.0,1,1.0-3.0
1563,40,113,0,2,0,-8179.72,7787.738,15815.3,35.5316,136.4063,6476,87.0,1,1.0-3.0
1564,40,114,0,2,0,-8551.99,7376.997,15815.3,35.5316,139.2188,4282,127.0,4,4.0-1.0
1565,40,115,0,2,1,-8903.66,6948.484,15815.3,35.5316,142.0313,4282,127.0,4,4.0-1.0
1566,40,116,0,2,2,-9233.88,6503.232,15815.3,35.5316,144.8438,4282,127.0,4,4.0-1.0
1567,40,117,0,2,0,-9541.86,6042.314,15815.3,35.5316,147.6563,4918,127.0,4,4.0-1.0
1568,40,118,0,2,1,-9826.85,5566.839,15815.3,35.5316,150.4688,4918,127.0,4,4.0-1.0
1569,40,119,0,2,2,-10088.2,5077.953,15815.3,35.5317,153.2813,4918,127.0,4,4.0-1.0
1570,40,120,0,2,0,-10325.2,4576.834,15815.3,35.5316,156.0938,7256,127.0,4,4.0-1.0
1571,40,121,0,2,1,-10537.3,4064.689,15815.3,35.5315,158.9062,7256,127.0,4,4.0-1.0
1572,40,122,0,2,2,-10724.1,3542.752,15815.3,35.5317,161.7188,7256,127.0,4,4.0-1.0
1573,40,123,0,2,0,-10885.0,3012.28,15815.3,35.5316,164.5313,7159,127.0,4,4.0-1.0
1574,40,124,0,2,1,-11019.7,2474.551,15815.3,35.5316,167.3438,7159,127.0,4,4.0-1.0
1575,40,125,0,2,2,-11127.8,1930.86,15815.3,35.5315,170.1562,7159,127.0,4,4.0-1.0
1576,40,126,0,2,2,-11209.2,1382.518,15815.3,35.5317,172.9688,7064,127.0,4,4.0-1.0
1577,40,127,0,2,1,-11263.5,830.8453,15815.3,35.5316,175.7813,7064,127.0,4,4.0-1.0
1578,40,128,0,2,0,-11290.7,277.1712,15815.3,35.5316,178.5937,7064,127.0,4,4.0-1.0
1579,39,1,0,1,0,-11659.2,0.0,15548.07,36.8655,180.0,7092,127.0,4,4.0-1.0
1580,39,2,0,2,2,-11645.2,-572.092,15548.07,36.8656,-177.1875,7198,166.0,5,5.0-3.0
1581,39,3,0,2,1,-11603.1,-1142.81,15548.07,36.8656,-174.375,7198,166.0,5,5.0-3.0
1582,39,4,0,1,0,-11533.1,-1710.77,15548.07,36.8657,-171.5625,7198,166.0,5,5.0-3.0
1583,39,5,0,2,2,-11435.2,-2274.61,15548.07,36.8656,-168.75,1328,166.0,5,5.0-3.0
1584,39,6,0,1,1,-11309.8,-2832.97,15548.07,36.8656,-165.9374,1328,166.0,5,5.0-3.0
1585,39,7,0,2,0,-11157.2,-3384.5,15548.07,36.8656,-163.125,1328,166.0,5,5.0-3.0
1586,39,8,0,2,0,-10977.7,-3927.88,15548.07,36.8656,-160.3125,7144,166.0,5,5.0-3.0
1587,39,9,0,1,1,-10771.7,-4461.8,15548.07,36.8656,-157.4999,7144,166.0,5,5.0-3.0
1588,39,10,0,1,2,-10539.8,-4984.97,15548.07,36.8656,-154.6874,7144,166.0,5,5.0-3.0
1589,39,11,0,2,0,-10282.5,-5496.13,15548.07,36.8656,-151.8749,4252,158.0,5,5.0-2.0
1590,39,12,0,2,1,-10000.5,-5994.05,15548.07,36.8657,-149.0626,4252,158.0,5,5.0-2.0
1591,39,13,0,2,2,-9694.31,-6477.53,15548.07,36.8656,-146.25,4252,158.0,5,5.0-2.0
1592,39,14,0,1,0,-9364.79,-6945.4,15548.07,36.8656,-143.4375,897,158.0,5,5.0-2.0
1593,39,15,0,1,1,-9012.72,-7396.55,15548.07,36.8656,-140.625,897,158.0,5,5.0-2.0
1594,39,16,0,2,2,-8638.93,-7829.87,15548.07,36.8656,-137.8125,897,158.0,5,5.0-2.0
1595,39,17,0,1,2,-8244.33,-8244.33,15548.07,36.8656,-135.0,3183,158.0,5,5.0-2.0
1596,39,18,0,2,1,-7829.87,-8638.93,15548.07,36.8656,-132.1875,3183,158.0,5,5.0-2.0
1597,39,19,0,1,0,-7396.55,-9012.72,15548.07,36.8656,-129.375,3183,158.0,5,5.0-2.0
1598,39,20,0,2,2,-6945.4,-9364.79,15548.07,36.8656,-126.5625,3121,36.0,5,5.0-3.0
1599,39,21,0,1,1,-6477.53,-9694.31,15548.07,36.8656,-123.75,3121,36.0,5,5.0-3.0
1600,39,22,0,2,0,-5994.05,-10000.5,15548.07,36.8657,-120.9374,3121,36.0,5,5.0-3.0
1601,39,23,0,1,0,-5496.13,-10282.5,15548.07,36.8656,-118.1251,4931,36.0,5,5.0-3.0
1602,39,24,0,2,1,-4984.97,-10539.8,15548.07,36.8656,-115.3126,4931,36.0,5,5.0-3.0
1603,39,25,0,2,2,-4461.8,-10771.7,15548.07,36.8656,-112.5001,4931,36.0,5,5.0-3.0
1604,39,26,0,1,2,-3927.88,-10977.7,15548.07,36.8656,-109.6875,5754,36.0,5,5.0-3.0
1605,39,27,0,1,1,-3384.5,-11157.2,15548.07,36.8656,-106.875,5754,36.0,5,5.0-3.0
1606,39,28,0,1,0,-2832.96,-11309.8,15548.07,36.8656,-104.0625,5754,36.0,5,5.0-3.0
1607,39,29,0,2,2,-2274.61,-11435.2,15548.07,36.8656,-101.25,5543,36.0,5,5.0-3.0
1608,39,30,0,1,1,-1710.77,-11533.1,15548.07,36.8657,-98.4375,5543,36.0,5,5.0-3.0
1609,39,31,0,1,0,-1142.81,-11603.1,15548.07,36.8656,-95.625,5543,36.0,5,5.0-3.0
1610,39,32,0,2,2,-572.091,-11645.2,15548.07,36.8656,-92.8125,7079,139.0,6,6.0-3.0
1611,39,33,0,2,1,0.0,-11659.2,15548.07,36.8655,-90.0,7079,139.0,6,6.0-3.0
1612,39,34,0,1,0,572.0918,-11645.2,15548.07,36.8656,-87.1875,7079,139.0,6,6.0-3.0
1613,39,35,0,2,0,1142.806,-11603.1,15548.07,36.8656,-84.375,6135,139.0,6,6.0-3.0
1614,39,36,0,1,1,1710.766,-11533.1,15548.07,36.8657,-81.5625,6135,139.0,6,6.0-3.0
1615,39,37,0,2,2,2274.606,-11435.2,15548.07,36.8656,-78.75,6135,139.0,6,6.0-3.0
1616,39,38,0,1,0,2832.965,-11309.8,15548.07,36.8656,-75.9375,5648,139.0,6,6.0-3.0
1617,39,39,0,2,1,3384.5,-11157.2,15548.07,36.8656,-73.125,5648,139.0,6,6.0-3.0
1618,39,40,0,1,2,3927.881,-10977.7,15548.07,36.8656,-70.3125,5648,139.0,6,6.0-3.0
1619,39,41,0,2,2,4461.799,-10771.7,15548.07,36.8656,-67.4999,4997,139.0,6,6.0-3.0
1620,39,42,0,2,1,4984.969,-10539.8,15548.07,36.8656,-64.6874,4997,139.0,6,6.0-3.0
1621,39,43,0,1,0,5496.129,-10282.5,15548.07,36.8656,-61.8749,4997,139.0,6,6.0-3.0
1622,39,44,0,1,0,5994.05,-10000.5,15548.07,36.8657,-59.0626,3231,139.0,6,6.0-3.0
1623,39,45,0,1,1,6477.529,-9694.31,15548.07,36.8656,-56.25,3231,139.0,6,6.0-3.0
1624,39,46,0,2,2,6945.403,-9364.79,15548.07,36.8656,-53.4375,3231,139.0,6,6.0-3.0
1625,39,47,0,1,2,7396.546,-9012.72,15548.07,36.8656,-50.625,5773,75.0,5,5.0-3.0
1626,39,48,0,2,1,7829.869,-8638.93,15548.07,36.8656,-47.8125,5773,75.0,5,5.0-3.0
1627,39,49,0,1,0,8244.33,-8244.33,15548.07,36.8656,-45.0,5773,75.0,5,5.0-3.0
1628,39,50,0,2,2,8638.93,-7829.87,15548.07,36.8656,-42.1875,5569,75.0,5,5.0-3.0
1629,39,51,0,1,1,9012.718,-7396.55,15548.07,36.8656,-39.375,5569,75.0,5,5.0-3.0
1630,39,52,0,2,0,9364.794,-6945.4,15548.07,36.8656,-36.5625,5569,75.0,5,5.0-3.0
1631,39,53,0,1,0,9694.309,-6477.53,15548.07,36.8656,-33.75,4510,75.0,5,5.0-3.0
1632,39,54,0,2,1,10000.47,-5994.05,15548.07,36.8656,-30.9375,4510,75.0,5,5.0-3.0
1633,39,55,0,1,2,10282.54,-5496.13,15548.07,36.8656,-28.125,4510,75.0,5,5.0-3.0
1634,39,56,0,2,2,10539.83,-4984.97,15548.07,36.8656,-25.3125,7031,75.0,5,5.0-3.0
1635,39,57,0,1,1,10771.74,-4461.8,15548.07,36.8656,-22.5,7031,75.0,5,5.0-3.0
1636,39,58,0,2,0,10977.69,-3927.88,15548.07,36.8656,-19.6875,7031,75.0,5,5.0-3.0
1637,39,59,0,2,0,11157.2,-3384.5,15548.07,36.8656,-16.875,7342,75.0,5,5.0-3.0
1638,39,60,0,1,1,11309.83,-2832.96,15548.07,36.8656,-14.0625,7342,75.0,5,5.0-3.0
1639,39,61,0,1,2,11435.22,-2274.61,15548.07,36.8656,-11.25,7342,75.0,5,5.0-3.0
1640,39,62,0,2,2,11533.05,-1710.77,15548.07,36.8656,-8.4375,1785,70.0,4,4.0-1.0
1641,39,63,0,2,1,11603.1,-1142.81,15548.07,36.8656,-5.625,1785,70.0,4,4.0-1.0
1642,39,64,0,1,0,11645.2,-572.092,15548.07,36.8656,-2.8125,1785,70.0,4,4.0-1.0
1643,39,65,0,1,0,11659.24,0.0,15548.07,36.8656,0.0,6992,70.0,4,4.0-1.0
1644,39,66,0,1,1,11645.2,572.0916,15548.07,36.8656,2.8125,6992,70.0,4,4.0-1.0
1645,39,67,0,2,2,11603.1,1142.806,15548.07,36.8656,5.625,6992,70.0,4,4.0-1.0
1646,39,68,0,1,0,11533.05,1710.766,15548.07,36.8656,8.4375,5715,70.0,4,4.0-1.0
1647,39,69,0,2,1,11435.22,2274.605,15548.07,36.8656,11.25,5715,70.0,4,4.0-1.0
1648,39,70,0,1,2,11309.83,2832.965,15548.07,36.8656,14.0625,5715,70.0,4,4.0-1.0
1649,39,71,0,2,2,11157.2,3384.5,15548.07,36.8656,16.875,7246,70.0,4,4.0-1.0
1650,39,72,0,2,1,10977.69,3927.88,15548.07,36.8656,19.6875,7246,70.0,4,4.0-1.0
1651,39,73,0,1,0,10771.74,4461.799,15548.07,36.8656,22.5,7246,70.0,4,4.0-1.0
1652,39,74,0,1,0,10539.83,4984.969,15548.07,36.8656,25.3125,4777,70.0,4,4.0-1.0
1653,39,75,0,1,1,10282.54,5496.129,15548.07,36.8656,28.125,4777,70.0,4,4.0-1.0
1654,39,76,0,2,2,10000.47,5994.049,15548.07,36.8656,30.9375,4777,70.0,4,4.0-1.0
1655,39,77,0,1,2,9694.307,6477.529,15548.07,36.8656,33.75,5293,142.0,1,1.0-3.0
1656,39,78,0,2,1,9364.793,6945.403,15548.07,36.8656,36.5625,5293,142.0,1,1.0-3.0
1657,39,79,0,1,0,9012.718,7396.546,15548.07,36.8656,39.375,5293,142.0,1,1.0-3.0
1658,39,80,0,2,2,8638.931,7829.869,15548.07,36.8656,42.1875,5392,142.0,1,1.0-3.0
1659,39,81,0,1,1,8244.331,8244.33,15548.07,36.8656,45.0,5392,142.0,1,1.0-3.0
1660,39,82,0,1,0,7829.87,8638.93,15548.07,36.8656,47.8125,5392,142.0,1,1.0-3.0
1661,39,83,0,2,2,7396.546,9012.718,15548.07,36.8656,50.625,6041,142.0,1,1.0-3.0
1662,39,84,0,2,1,6945.402,9364.794,15548.07,36.8656,53.4375,6041,142.0,1,1.0-3.0
1663,39,85,0,1,0,6477.527,9694.308,15548.07,36.8656,56.25,6041,142.0,1,1.0-3.0
1664,39,86,0,2,2,5994.049,10000.47,15548.07,36.8656,59.0625,5093,142.0,1,1.0-3.0
1665,39,87,0,1,1,5496.129,10282.54,15548.07,36.8656,61.875,5093,142.0,1,1.0-3.0
1666,39,88,0,2,0,4984.969,10539.83,15548.07,36.8656,64.6875,5093,142.0,1,1.0-3.0
1667,39,89,0,2,0,4461.799,10771.74,15548.07,36.8656,67.5,1834,4.0,2,2.0-2.0
1668,39,90,0,1,1,3927.881,10977.69,15548.07,36.8656,70.3125,1834,4.0,2,2.0-2.0
1669,39,91,0,1,2,3384.5,11157.2,15548.07,36.8656,73.125,1834,4.0,2,2.0-2.0
1670,39,92,0,2,0,2832.965,11309.83,15548.07,36.8656,75.9375,5273,4.0,2,2.0-2.0
1671,39,93,0,2,1,2274.606,11435.22,15548.07,36.8656,78.75,5273,4.0,2,2.0-2.0
1672,39,94,0,2,2,1710.766,11533.05,15548.07,36.8656,81.5625,5273,4.0,2,2.0-2.0
1673,39,95,0,1,0,1142.806,11603.1,15548.07,36.8656,84.375,5063,4.0,2,2.0-2.0
1674,39,96,0,1,1,572.0918,11645.2,15548.07,36.8656,87.1875,5063,4.0,2,2.0-2.0
1675,39,97,0,2,2,0.0,11659.24,15548.07,36.8656,90.0,5063,4.0,2,2.0-2.0
1676,39,98,0,1,1,-572.091,11645.2,15548.07,36.8656,92.8125,25,4.0,2,2.0-2.0
1677,39,99,0,1,0,-1142.81,11603.1,15548.07,36.8656,95.625,25,4.0,2,2.0-2.0
1678,39,100,0,2,2,-1710.77,11533.05,15548.07,36.8656,98.4375,5928,87.0,1,1.0-3.0
1679,39,101,0,2,1,-2274.61,11435.21,15548.07,36.8656,101.25,5928,87.0,1,1.0-3.0
1680,39,102,0,1,0,-2832.97,11309.83,15548.07,36.8656,104.0625,5928,87.0,1,1.0-3.0
1681,39,103,0,2,2,-3384.5,11157.2,15548.07,36.8656,106.875,5194,87.0,1,1.0-3.0
1682,39,104,0,1,1,-3927.88,10977.69,15548.07,36.8656,109.6875,5194,87.0,1,1.0-3.0
1683,39,105,0,2,0,-4461.8,10771.74,15548.07,36.8656,112.5,5194,87.0,1,1.0-3.0
1684,39,106,0,2,0,-4984.97,10539.83,15548.07,36.8656,115.3125,4833,87.0,1,1.0-3.0
1685,39,107,0,1,1,-5496.13,10282.54,15548.07,36.8656,118.125,4833,87.0,1,1.0-3.0
1686,39,108,0,1,2,-5994.05,10000.47,15548.07,36.8656,120.9375,4833,87.0,1,1.0-3.0
1687,39,109,0,2,0,-6477.53,9694.307,15548.07,36.8656,123.75,6346,87.0,1,1.0-3.0
1688,39,110,0,2,1,-6945.4,9364.792,15548.07,36.8656,126.5625,6346,87.0,1,1.0-3.0
1689,39,111,0,2,2,-7396.55,9012.717,15548.07,36.8656,129.375,6346,87.0,1,1.0-3.0
1690,39,112,0,1,0,-7829.87,8638.93,15548.07,36.8656,132.1875,5341,87.0,1,1.0-3.0
